"PARTY_ID","NAME_FULL","NAME_PREFIX","NAME_FIRST","NAME_MIDDLE","NAME_LAST","NAME_SUFFIX","NAME_TITLE","DELIVERY_ADDRESS1","DELIVERY_ADDRESS2","LOCALITY_COMPLETE","PROVINCE_COMPLETE","POSTCODE_COMPLETE","COUNTRY_ISO_3CHAR","PHONE","EMAIL","STATUS","TIER","DATE_OF_BIRTH","GENDER","CC_TYPE","CC_NUMBER","CC_EXPIRATION_DATE","CC_EXPIRED_DATE_INDICATOR","ADDRESS_VALIDATION_CODE","ADDRESS_VALIDATION_MESSAGE"
1100000,"Laurie Vasen","Ms.","Laurie","","Vasen","","","8401 GREENWAY BLVD STE 400","","MIDDLETON","WI","53562-4630","USA","(608) 828-5852","lauriEastvasen@teldta.com","A","BRONZE",15-MAY-77,"F","","",,"","C4","Corrected - all elements have been checked"
1110000,"Laurie Vosen","Ms.","Laurie","","Vosen","","","8401 GREENWAY BLVD STE 400","","MIDDLETON","WI","53562-4630","USA","(608) 828-5852","","A","BRONZE",10-APR-96,"F","","",,"","C4","Corrected - all elements have been checked"
1550000,"Kay Jackson","Ms.","Kay","","Jackson","","","5541 SIMPSON AVE","","OCEAN CITY","NJ","08226-1258","USA","(609) 398-3230","","A","GOLD",21-JUL-94,"F","","",,"","C4","Corrected - all elements have been checked"
1560000,"Kathryn Jackson","Ms.","Kathryn","","Jackson","","","5541 SIMPSON AVE","","OCEAN CITY","NJ","08226-1258","USA","(609) 398-3230","","A","GOLD",06-NOV-84,"F","","",,"","C4","Corrected - all elements have been checked"
1080000,"Bill Rahe","Mr.","Bill","","Rahe","","","351 NEW ALBANY RD","","MOORESTOWN","NJ","08057-1117","USA","(609) 866-1000","","I","BRONZE",12-JAN-93,"M","","",,"","C4","Corrected - all elements have been checked"
1090000,"William Raha","Mr.","William","","Raha","","","351 NEW ALBANY RD","","MOORESTOWN","NJ","08057-1117","USA","(609) 866-1000","","A","BRONZE",20-JUL-94,"M","","",,"","C4","Corrected - all elements have been checked"
1060000,"James Black","Mr.","James","","Black","","","6200 E BROAD ST RM 3E211","","COLUMBUS","OH","43213-1530","USA","(614) 860-4037","jblack@lucent.com","A","BRONZE",10-OCT-92,"M","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
1070000,"Jim Black","Mr.","Jim","","Black","","","6400 E BROAD ST MS 1E239","","COLUMBUS","OH","43213-1505","USA","(614) 860-4037","","A","BRONZE",31-JAN-95,"M","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
1040000,"Eithne Egan","","Eithne","","Egan","","","32 HARTWELL AVE","","LEXINGTON","MA","02421-3103","USA","(617) 476-8000","egane@logica.com","A","SILVER",13-MAR-78,"U","","",,"","C4","Corrected - all elements have been checked"
1050000,"Egan Eithne","Mr.","Egan","","Eithne","","","38 HARTWELL AVE","","LEXINGTON","MA","02421-3103","USA","(617) 476-8000","","A","SILVER",14-MAR-78,"M","","",,"","C4","Corrected - all elements have been checked"
2872800,"Kirsti Newberry","","Kirsti","","Newberry","","","1717 BEACON ST","","BROOKLINE","MA","02445-5301","USA","(617) 566-1802","kirsti.newberry@co.uk","A","SILVER",02-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
1270000,"Maurice Gallagher","Mr.","Maurice","","Gallagher","","","3291 N BUFFALO DR STE 8","","LAS VEGAS","NV","89129-7437","USA","(702) 256-4332","mgallagher@flynngallagher.com","I","BRONZE",24-DEC-02,"M","","",,"","C4","Corrected - all elements have been checked"
1087,"Maury Gallagher","Mr.","Maury","","Gallagher","","","3291 N BUFFALO DR","","LAS VEGAS","NV","89129-7441","USA","(702) 310-1000","MGallagher@aol.com","A","SILVER",13-JUN-98,"M","JCB"," 3583-1428-2596-5121",01-MAY-14,"","C4","Corrected - all elements have been checked"
1260000,"Maury Gallagher","Mr.","Maury","","Gallagher","","","3291 N BUFFALO DR","","LAS VEGAS","NV","89129-7441","USA","(702) 310-1000","mgallagher@mgciCorporation.com","A","SILVER",05-DEC-00,"M","","",,"","C4","Corrected - all elements have been checked"
1510000,"Teresa Brown","Ms.","Teresa","","Brown","","","3750 MONROE AVE","","PITTSFORD","NY","14534-1302","USA","(716) 381-6000","tbrown@veramark.com","A","GOLD",10-OCT-77,"F","","",,"","C4","Corrected - all elements have been checked"
2881200,"Idalia Romanowski","Ms.","Idalia","","Romanowski","","","125 PEARL ST","","BRAINTREE","MA","02184-6525","USA","(781) 356-4467","idalia.r@shaws.com","A","BRONZE",30-OCT-74,"F","","",,"","C4","Corrected - all elements have been checked"
1440000,"Hank Goradesky","Mr.","Hank","","Goradesky","","","1145 SAWGRASS CORPORATE PKWY","","SUNRISE","FL","33323-2847","USA","(800) 583-2423","","A","SILVER",13-APR-71,"M","","",,"","C4","Corrected - all elements have been checked"
1210000,"Jaci Ward","Ms.","Jaci","","Ward","","","9001 STOCKDALE HWY","","BAKERSFIELD","CA","93311-1022","USA","(805) 664-2011","","A","SILVER",18-MAR-71,"F","","",,"","C4","Corrected - all elements have been checked"
1200000,"Jacquelyn Ward","Ms.","Jacquelyn","","Ward","","","9001 STOCKDALE HWY","","BAKERSFIELD","CA","93311-1022","USA","(805) 664-2448","","A","BRONZE",10-JAN-87,"F","","",,"","C4","Corrected - all elements have been checked"
1030000,"Pat Walls","","Pat","","Walls","","","201 N FRANKLIN ST # 1C","","TAMPA","FL","33602-5182","USA","(813) 273-3029","pwalls@tsigtEast.com","I","SILVER",12-MAR-78,"U","","",,"","C4","Corrected - all elements have been checked"
1220000,"Deborah Shea","Ms.","Deborah","","Shea","","","303 N GLENOAKS BLVD STE 800","","BURBANK","CA","91502-1148","USA","(818) 845-7616","deborahashea@lmco.com","A","SILVER",13-DEC-85,"F","","",,"","C4","Corrected - all elements have been checked"
1230000,"Debbie Shea-Morrison","Ms.","Debbie","","Shea-Morrison","","","303 N GLENOAKS BLVD STE 800","","BURBANK","CA","91502-1148","USA","(818) 845-7616","","I","BRONZE",15-AUG-84,"F","","",,"","C4","Corrected - all elements have been checked"
2868600,"Alia Santolo","Ms.","Alia","","Santolo","","","325 OAKLAND ST","","BRISTOL","CT","06010-3680","USA","(860) 314-2700","alia.santolo@shaws.com","A","SILVER",25-OCT-77,"F","","",,"","C4","Corrected - all elements have been checked"
1340000,"Becky Smith","Ms.","Becky","","Smith","","","106 FRISCO ST","","MARKED TREE","AR","72365-2250","USA","(870) 358-2200","","A","SILVER",10-APR-74,"F","","",,"","C4","Corrected - all elements have been checked"
1350000,"Rebecca Smith","Ms.","Rebecca","","Smith","","","106 FRISCO ST","","MARKED TREE","AR","72365-2250","USA","(870) 358-2200","","A","SILVER",16-JUL-85,"F","","",,"","C4","Corrected - all elements have been checked"
1330000,"","","","","","","","1 ONE WILLIAMS CTR RM 26-8","","TULSA","OK","74172-0140","USA","(918) 561-6247","","A","SILVER",26-JUN-00,"U","","",,"","C4","Corrected - all elements have been checked"
1320000,"Gloria Vanarsdale","Ms.","Gloria","","Vanarsdale","","","1 ONE WILLIAMS CTR MS 26-8","","TULSA","OK","74172-0140","USA","(918) 590-6247","","A","SILVER",08-NOV-90,"F","","",,"","C4","Corrected - all elements have been checked"
1003,"Dawn Schwartz","Ms.","Dawn","","Schwartz","","","2100 OCEAN AVE SW","","PALM BAY","FL","32908-1201","USA","(954) 625-3319","DSchwartz@yahoo.com","I","SILVER",14-FEB-83,"F","Mastercard"," 5335-8029-1975-7702",01-AUG-15,"","C4","Corrected - all elements have been checked"
1018,"Dawn V. Schwartz","Ms.","Dawn","V.","Schwartz","","","12498 SHERIDAN ST","","FORT LAUDERDALE","FL","33330-3910","USA","(954) 625-3319","DSchwartz@gmail.com","A","GOLD",10-SEP-88,"F","Mastercard"," 5575-9777-1739-6413",01-APR-14,"","C4","Corrected - all elements have been checked"
1300000,"Dino Gonzalez","Mr.","Dino","","Gonzalez","","","2250 LAKESIDE BLVD FL 2","","RICHARDSON","TX","75082-4304","USA","(972) 656-1059","","A","SILVER",27-JAN-86,"M","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
1310000,"Ubaldino Gonzalez","","Ubaldino","","Gonzalez","","","2250 LAKESIDE BLVD # 2924","","RICHARDSON","TX","75082-4304","USA","(972) 656-1059","","A","SILVER",25-APR-75,"U","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
2778300,"","","","","","","","232 CENTRAL AVE","","JERSEY CITY","NJ","07307-3006","USA","(201) 653-6508","abartman@stopandshop.com","A","SILVER",04-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
2780400,"Huntingdon Pinkus","","Huntingdon","","Pinkus","","","327 FRANKLIN AVE","","WYCKOFF","NJ","07481-2041","USA","(201) 848-1046","super stop & shop@stopandshop.com","A","BRONZE",10-APR-00,"U","","",,"","C4","Corrected - all elements have been checked"
110000,"Carol Brookins","Ms.","Carol","","Brookins","","","1150 18TH ST NW STE 275","","WASHINGTON","DC","20036-3827","USA","(202) 785-3345","","A","SILVER",30-JUN-87,"F","","",,"","C4","Corrected - all elements have been checked"
1099,"Peter Doyle","Mr.","Peter","","Doyle","","","1200 NEW HAMPSHIRE AVE NW","","WASHINGTON","DC","20036-6802","USA","(202) 857-2634","PDoyle@gmail.com","A","GOLD",10-APR-74,"M","Diners Club US and C"," 5509-3052-9761-4271",01-APR-15,"","C4","Corrected - all elements have been checked"
710000,"Peter Doyle","Mr.","Peter","","Doyle","","","1200 NEW HAMPSHIRE AVE NW STE 800","","WASHINGTON","DC","20036-6805","USA","(202) 857-2634","PeterDoyle@dla.com","A","SILVER",08-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
480000,"John Davis","Mr.","John","","Davis","","","1200 NEW HAMPSHIRE AVE NW STE 800","","WASHINGTON","DC","20036-6805","USA","(202) 857-2775","JohnDavis@dla.com","A","SILVER",18-MAR-71,"M","","",,"","C4","Corrected - all elements have been checked"
2757300,"Ferdinande Mastro","","Ferdinande","","Mastro","","","22 LEETES ISLAND RD","","BRANFORD","CT","06405-6514","USA","(203) 488-1325","super stop & shop@stopandshop.com","A","BRONZE",07-APR-00,"U","","",,"","C4","Corrected - all elements have been checked"
2736300,"Arletta Krebs","Ms.","Arletta","","Krebs","","","943 WOLCOTT ST","","WATERBURY","CT","06705-1301","USA","(203) 596-7740","akrebs@pricechopper.com","A","BRONZE",19-DEC-74,"F","","",,"","C4","Corrected - all elements have been checked"
2755200,"Garrek Scola","","Garrek","","Scola","","","100 DIVISION ST","","ANSONIA","CT","06401-2147","USA","(203) 732-3901","gs@stopandshop.com","I","BRONZE",06-NOV-74,"U","","",,"","C4","Corrected - all elements have been checked"
1063,"Jane Hartley","Ms.","Jane","","Hartley","","","14 E 60TH ST","","NEW YORK","NY","10022-1006","USA","(212) 755-0550","JHartley@gmail.com","A","SILVER",01-SEP-00,"F","Visa"," 4763-2473-1970-4777",01-AUG-15,"","C4","Corrected - all elements have been checked"
370000,"Jane Hartley","Ms.","Jane","","Hartley","","","14 E 60TH ST FL 10","","NEW YORK","NY","10022-1006","USA","(212) 755-0550","","A","BRONZE",28-SEP-99,"F","","",,"","C4","Corrected - all elements have been checked"
1054,"Gene Jackson","Mr.","Gene","","Jackson","","","8315 JETT FERRY RD","","ATLANTA","GA","30350-4739","USA","(404) 365-8850","EJackson@hotmail.com","A","BRONZE",11-NOV-83,"M","Discover Card"," 6221-9860-4143-2139",01-JUL-15,"","C4","Corrected - all elements have been checked"
220000,"Eugene Jackson","Mr.","Eugene","","Jackson","","","8315 JETT FERRY RD","","ATLANTA","GA","30350-4739","USA","(404) 365-8850","EugenEastJackson@worldafrican.com","A","SILVER",13-FEB-85,"M","","",,"","C4","Corrected - all elements have been checked"
290000,"Gene Jackson","Mr.","Gene","","Jackson","","","8315 JETT FERRY RD","","ATLANTA","GA","30350-4739","USA","(404) 365-8850","EugenEastJackson@worldafricancom","A","BRONZE",12-DEC-01,"M","","",,"","C4","Corrected - all elements have been checked"
170000,"David Atwood","Mr.","David","","Atwood","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","DavidAtwood@alltel.com","A","SILVER",22-APR-99,"M","","",,"","C4","Corrected - all elements have been checked"
330000,"Harold Wirtz","Mr.","Harold","","Wirtz","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","HaroldWirtz@alltel.com","A","BRONZE",04-SEP-01,"M","","",,"","C4","Corrected - all elements have been checked"
350000,"Henry Fisher","Mr.","Henry","","Fisher","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","HenryFisher@alltel.com","A","BRONZE",04-SEP-00,"M","","",,"","C4","Corrected - all elements have been checked"
360000,"James Rapp","Mr.","James","","Rapp","","","6625 THE CORNERS PKWY","","NORCROSS","GA","30092-3342","USA","(404) 448-5210","JamesRapp@alltel.com","A","BRONZE",24-APR-74,"M","","",,"","C4","Corrected - all elements have been checked"
400000,"Jim Mullins","Mr.","Jim","","Mullins","","","6625 THE CORNERS PKWY","","NORCROSS","GA","30092-3342","USA","(404) 448-5210","JimMullins@alltel.com","I","SILVER",07-JUN-76,"M","","",,"","C4","Corrected - all elements have been checked"
690000,"Pete Thomas","Mr.","Pete","","Thomas","","","6625 THE CORNERS PKWY STE 400","","NORCROSS","GA","30092-3397","USA","(404) 448-5210","PetEastThomas@alltel.com","A","SILVER",06-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
910000,"Suzanne Wessel","Ms.","Suzanne","","Wessel","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","SuzannEastWessel@alltel.com","A","SILVER",28-FEB-78,"F","","",,"","C4","Corrected - all elements have been checked"
950000,"Tommy Franks","Mr.","Tommy","","Franks","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","TommyFranks@alltel.com","A","SILVER",04-MAR-78,"M","","",,"","C4","Corrected - all elements have been checked"
990000,"Wade Grogan","Mr.","Wade","","Grogan","","","6625 THE CORNERS PKWY STE 200","","NORCROSS","GA","30092-3334","USA","(404) 448-5210","WadEastGrogan@alltel.com","A","SILVER",08-MAR-78,"M","","",,"","C4","Corrected - all elements have been checked"
470000,"John Rogers","Mr.","John","","Rogers","","","107 WASHINGTON ST NE","","GAINESVILLE","GA","30501-3641","USA","(404) 531-9972","JohnRogers@stuartcap.com","A","SILVER",10-JAN-87,"M","","",,"","C4","Corrected - all elements have been checked"
1074,"John McCartney","Mr.","John","","McCartney","","","605 N 5600 W","","SALT LAKE CITY","UT","84116-3738","USA","(408) 764-3266","JMcCartney@aol.com","A","SILVER",27-FEB-93,"M","Diners Club Internat"," 36-1690-4221-1947",01-JUL-14,"","C4","Corrected - all elements have been checked"
460000,"John McCartney","Mr.","John","","McCartney","","","605 N 5600 W","","SALT LAKE CITY","UT","84116-3738","USA","(408) 764-3266","JohnMcCartney@3com.com","A","SILVER",29-OCT-91,"M","","",,"","C4","Corrected - all elements have been checked"
2740500,"","","","","","","","88 W PARK ST","","LEE","MA","01238-1663","USA","(413) 243-2238","price chopper@pricechopper.com","A","GOLD",07-DEC-74,"U","","",,"","C4","Corrected - all elements have been checked"
2748900,"Elvia Strassburg","Ms.","Elvia","","Strassburg","","","555 HUBBARD AVE","","PITTSFIELD","MA","01201-3876","USA","(413) 442-7696","elvia.s@pricechopper.com","A","BRONZE",02-JAN-93,"F","","",,"","C4","Corrected - all elements have been checked"
2742600,"Corrie Bertsch","Ms.","Corrie","","Bertsch","","","489 PITTSFIELD RD","","LENOX","MA","01240-2173","USA","(413) 443-5449","cbertsch@pricechopper.com","A","SILVER",29-NOV-92,"F","","",,"","C4","Corrected - all elements have been checked"
2738400,"Carylon Secrist","","Carylon","","Secrist","","","300 STOCKBRIDGE RD","","GREAT BARRINGTON","MA","01230-1235","USA","(413) 528-8415","carylon.s@pricechopper.com","A","BRONZE",28-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
2746800,"Boyd Loney","Mr.","Boyd","","Loney","","","245 STATE RD","","NORTH ADAMS","MA","01247-3006","USA","(413) 663-9415","boyd_loney@pricechopper.com","A","BRONZE",07-NOV-92,"M","","",,"","C4","Corrected - all elements have been checked"
700000,"Peter Howley","Mr.","Peter","","Howley","","","25 CORNWALL ST # 1011","","MILL VALLEY","CA","94941-1730","USA","(415) 394-5800","","A","SILVER",07-FEB-78,"M","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
760000,"Robert Thronson","Mr.","Robert","","Thronson","","","2937 FILLMORE ST","","SAN FRANCISCO","CA","94123-4001","USA","(415) 921-7805","","A","BRONZE",13-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
3429300,"Su Venancio","Ms.","Su","","Venancio","","","1500 E ALEXIS RD","","TOLEDO","OH","43612-3952","USA","(419) 727-2000","su_venancio@meijer.com","A","BRONZE",13-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
320000,"Alfred Johnson","Mr.","Alfred","","Johnson","","","1150 18TH ST NW","","WASHINGTON","DC","20036-3816","USA","(425) 602-4260","","A","BRONZE",01-JAN-70,"M","","",,"","C4","Corrected - all elements have been checked"
3431400,"Terese Sharpley","Ms.","Terese","","Sharpley","","","4500 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40299-6376","USA","(502) 493-4900","terese_sharpley@meijer.com","A","SILVER",27-SEP-88,"F","","",,"","C4","Corrected - all elements have been checked"
3433500,"Ky Pimental","Mr.","Ky","","Pimental","","","9500 PRESTON HWY","","LOUISVILLE","KY","40229-1199","USA","(502) 962-3700","ky_pimental@meijer.com","A","SILVER",24-OCT-74,"M","","",,"","C4","Corrected - all elements have been checked"
1080,"Karen Conklin","Ms.","Karen","","Conklin","","","10365 SW HOODVIEW DR","","TIGARD","OR","97224-4727","USA","(503) 598-4787","KConklin@gmail.com","A","BRONZE",05-DEC-00,"F","Diners Club Internat"," 36-6540-6538-0281",01-OCT-14,"","C4","Corrected - all elements have been checked"
530000,"Karen Conklin","Ms.","Karen","","Conklin","","","10365 SW HOODVIEW DR","","TIGARD","OR","97224-4727","USA","(503) 598-4787","","I","SILVER",17-DEC-85,"F","","",,"","C4","Corrected - all elements have been checked"
2744700,"Ms Stalzer","Ms.","","","Stalzer","","","240 E MAIN ST","","MARLBOROUGH","MA","01752-2669","USA","(508) 480-0109","info@pricechopper.com","A","BRONZE",22-SEP-92,"F","","",,"","C4","Corrected - all elements have been checked"
2751000,"","","","","","","","380 MAPLE AVE","","SHREWSBURY","MA","01545-2673","USA","(508) 791-7142","info@pricechopper.com","A","GOLD",22-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
2769900,"Vena Friedly","Ms.","Vena","","Friedly","","","235 OLD CONNECTICUT PATH","","FRAMINGHAM","MA","01701-4575","USA","(508) 820-0900","vena_friedly@stopandshop.com","I","BRONZE",12-OCT-77,"F","","",,"","C4","Corrected - all elements have been checked"
2753100,"Dew Zamor","","Dew","","Zamor","","","133 MAIN ST","","SPENCER","MA","01562-2161","USA","(508) 885-3199","dew_zamor@pricechopper.com","A","GOLD",22-MAR-00,"U","","",,"","C4","Corrected - all elements have been checked"
3572100,"Jaala Gildea","","Jaala","","Gildea","","","9 N MAIN ST","","UXBRIDGE","MA","01569-1860","USA","(508) 278-2487","jaala_gildea@hannaford.com ","A","SILVER",22-JUN-92,"U","","",,"","C4","Corrected - all elements have been checked"
3567900,"Ms Haselhorst","Ms.","","","Haselhorst","","","7 MEDWAY RD","","MILFORD","MA","01757-2902","USA","(508) 422-9300","info@hannaford.com ","I","SILVER",24-AUG-92,"F","","",,"","C4","Corrected - all elements have been checked"
2952600,"Marilou Dechick","Ms.","Marilou","","Dechick","","","193 BOSTON POST RD W","","MARLBOROUGH","MA","01752-1840","USA","(508) 480-9670","marilou.d@hannaford.com ","A","GOLD",20-MAR-00,"F","","",,"","C4","Corrected - all elements have been checked"
3576300,"Ragnar F. Sekeres","Mr.","Ragnar","F.","Sekeres","","","3 MERCHANTS WAY","","MIDDLEBORO","MA","02346-1818","USA","(508) 947-4787","rs@hannaford.com ","A","SILVER",18-SEP-88,"M","","",,"","C4","Corrected - all elements have been checked"
1068,"Jim Smith","Mr.","Jim","","Smith","","","1008 AVENUE OF THE AMERICAS","","NEW YORK","NY","10018-5402","USA","(212) 755-2551","JSmith@hotmail.com","A","BRONZE",10-OCT-92,"M","Diners Club Internat"," 36-4142-2161-9613",01-JUN-14,"","C4","Corrected - all elements have been checked"
420000,"Joanne Masterson","Ms.","Joanne","","Masterson","","","45 ERIEVIEW PLZ # 1200","","CLEVELAND","OH","44114-1801","USA","(216) 822-7642","JoannEastMasterson@ameritech.com","A","SILVER",12-JUN-92,"F","","",,"","C2","Corrected - but delivery status unclear (lack of reference data)"
3418800,"Danita Rode","Ms.","Danita","","Rode","","","2401 N PROSPECT AVE","","CHAMPAIGN","IL","61822-1233","USA","(217) 353-4000","danita_rode@meijer.com","A","BRONZE",29-OCT-74,"F","","",,"","C4","Corrected - all elements have been checked"
3420900,"Dilan Lederman","","Dilan","","Lederman","","","4200 CONESTOGA DR","","SPRINGFIELD","IL","62711-7962","USA","(217) 547-2400","dl@meijer.com","A","SILVER",12-JAN-75,"U","","",,"","C4","Corrected - all elements have been checked"
1165430,"Godfree Bulfer","","Godfree","","Bulfer","","","6309 LIMA RD","","FORT WAYNE","IN","46818-1425","USA","(260) 497-1000","godfree_bulfer@meijer.com","A","BRONZE",14-DEC-94,"U","","",,"","C4","Corrected - all elements have been checked"
780000,"Robert Young","Mr.","Robert","","Young","","","1700 ROCKVILLE PIKE STE 315","","ROCKVILLE","MD","20852-1631","USA","(301) 468-1160","","A","BRONZE",15-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
1120,"Susan Moorhead","Ms.","Susan","","Moorhead","","","10010 JUNCTION DR","","ANNAPOLIS JCT","MD","20701-1157","USA","(301) 497-4505","SMoorhead@gmail.com","A","BRONZE",17-FEB-90,"F","American Express"," 379-3948-4075-2588",01-DEC-14,"","C4","Corrected - all elements have been checked"
900000,"Susan Moorhead","Ms.","Susan","","Moorhead","","","10010 JUNCTION DR STE 111","","ANNAPOLIS JCT","MD","20701-1157","USA","(301) 497-4505","SusanMoorhead@wiltelIncorporated.com","A","SILVER",27-FEB-78,"F","","",,"","C4","Corrected - all elements have been checked"
390000,"Jerry Sturner","Mr.","Jerry","","Sturner","","","11900 PARKLAWN DR STE 412","","ROCKVILLE","MD","20852-2675","USA","(301) 881-2720","","A","SILVER",09-MAY-99,"M","","",,"","C4","Corrected - all elements have been checked"
100000,"Carol Whitaker","Ms.","Carol","","Whitaker","","","3385 S CLAYTON BLVD","","ENGLEWOOD","CO","80113-7611","USA","(303) 733-7474","","A","SILVER",29-MAR-76,"F","","",,"","C4","Corrected - all elements have been checked"
1108,"Robert Sharkey","Mr.","Robert","","Sharkey","","","3030 S WACKER DR","","CHICAGO","IL","60606-6483","USA","(312) 558-7972","RSharkey@gmail.com","A","BRONZE",12-DEC-01,"M","Diners Club Carte Bl"," 30-1590-6636-3878",01-APR-15,"","C2","Corrected - but delivery status unclear (lack of reference data)"
790000,"Robert Sharkey","Mr.","Robert","","Sharkey","","","30 S WACKER DR","","CHICAGO","IL","60606-7413","USA","(312) 558-7972","RobertSharkey@ameritech.com","A","BRONZE",16-FEB-78,"M","","",,"","C4","Corrected - all elements have been checked"
3425100,"Cida Tosi","","Cida","","Tosi","","","17000 MERCANTILE BLVD","","NOBLESVILLE","IN","46060-3941","USA","(317) 774-7800","cida.t@meijer.com","A","BRONZE",29-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3677100,"Nandor Fullbright","","Nandor","","Fullbright","","","305 LAKE ST S","","LONG PRAIRIE","MN","56347-5596","USA","(320) 732-6202","nfullbright@cobornsinc.com","A","GOLD",21-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
3675000,"Tyron Gamarra","Mr.","Tyron","","Gamarra","","","3105 10TH ST E","","GLENCOE","MN","55336-3327","USA","(320) 864-6132","tyron_gamarra@cobornsinc.com","A","GOLD",24-OCT-92,"M","","",,"","C4","Corrected - all elements have been checked"
580000,"Michele Matthews","Ms.","Michele","","Matthews","","","5319 BRANDERMILL CT","","GREENSBORO","NC","27407-5810","USA","(336) 286-1837","MichelEastMatthews@vcela.com","A","GOLD",22-DEC-85,"F","","",,"","C4","Corrected - all elements have been checked"
3519600,"Minica L. Hoch","","Minica","L.","Hoch","","","4330 48TH ST NW","","WASHINGTON","DC","20016-2402","USA","(202) 362-4208","minica.h@aptea.com","A","BRONZE",02-AUG-92,"U","","",,"","C4","Corrected - all elements have been checked"
2898000,"Junia Loney","Ms.","Junia","","Loney","","","109 N MATTIS AVE","","CHAMPAIGN","IL","61821-3059","USA","(217) 351-2600","junia.l@schnucks.com","A","GOLD",10-SEP-92,"F","","",,"","C4","Corrected - all elements have been checked"
2895900,"Shepley Demuth","","Shepley","","Demuth","","","200 N VINE ST","","URBANA","IL","61802-2717","USA","(217) 337-6016","shepley.d@schnucks.com","A","GOLD",15-NOV-77,"U","","",,"","C4","Corrected - all elements have been checked"
3538500,"Dilan Biondolillo","","Dilan","","Biondolillo","","","504 E RIDGEVILLE BLVD","","MOUNT AIRY","MD","21771-5252","USA","(301) 829-6400","dilan.biondolillo@aptea.com","A","SILVER",16-SEP-92,"U","","",,"","C4","Corrected - all elements have been checked"
3523800,"Nandor Sater","","Nandor","","Sater","","","401 NEW LONDON RD","","NEWARK","DE","19711-7009","USA","(302) 368-4222","nandor.sater@aptea.com","A","GOLD",22-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
3530100,"Wyck Ziemann","","Wyck","","Ziemann","","","700 PLAZA DR","","NEWARK","DE","19702-6370","USA","(302) 453-8101","wyck.ziemann@aptea.com","A","SILVER",05-APR-76,"U","","",,"","C4","Corrected - all elements have been checked"
3521700,"Emersen Ballow","","Emersen","","Ballow","","","2044 NEW CASTLE AVE","","NEW CASTLE","DE","19720-2777","USA","(302) 654-4948","emersen.b@aptea.com","I","GOLD",21-JUL-92,"U","","",,"","C4","Corrected - all elements have been checked"
3525900,"Alayne Yoshimoto","Ms.","Alayne","","Yoshimoto","","","25 GREENTREE DR","","DOVER","DE","19904-2685","USA","(302) 674-9000","alayne.yoshimoto@aptea.com","A","BRONZE",13-JUN-92,"F","","",,"","C4","Corrected - all elements have been checked"
3528000,"Marga Janowski","Ms.","Marga","","Janowski","","","2105 PHILADELPHIA PIKE","","CLAYMONT","DE","19703-2426","USA","(302) 798-4557","marga.janowski@aptea.com","A","BRONZE",28-DEC-92,"F","","",,"","C4","Corrected - all elements have been checked"
2887500,"Stanwin Couturier","","Stanwin","","Couturier","","","9785 SAINT CHARLES ROCK RD","","SAINT LOUIS","MO","63114-2635","USA","(314) 428-8282","stanwin.c@schnucks.com","A","GOLD",15-MAR-78,"U","","",,"","C4","Corrected - all elements have been checked"
2889600,"Hezekiah Alberto Clogston","Mr.","Hezekiah","Alberto","Clogston","","","10148 W FLORISSANT AVE","","SAINT LOUIS","MO","63136-2104","USA","(314) 869-6700","hezekiah.c@schnucks.com","A","BRONZE",18-JUN-92,"M","","",,"","C4","Corrected - all elements have been checked"
2885400,"","","","","","","","60 HAMPTON VILLAGE PLZ","","SAINT LOUIS","MO","63109-2127","USA","(314) 353-5060","info@schnucks.com","A","SILVER",06-DEC-92,"U","","",,"","C4","Corrected - all elements have been checked"
4200,"","","","","","","","3301 N RIDGE RD","","ELLICOTT CITY","MD","21043-7500","USA","(410) 480-1476","info@aptea.com","A","SILVER",02-NOV-92,"U","","",,"","C4","Corrected - all elements have been checked"
