"PARTY_ID","NAME","ADDRESS","ADDRESS2","CITY","STATE","ZIPCODE","COUNTRY","PHONE","EMAIL","STATUS","TIER","GENDER","DOB","CC_TYPE","CC_NUM","CC_EXP_DT"
550000,"Libby Bender","7140 South Lewis Avenue","","Tulsa","OK","74136","United States","(918) 488-4014","LibbyBender@superstar.com","LIVE",1,"",19-DEC-85,"","",
300000,"Gerald Parker","7140 South Lewis Avenue","","Tulsa","OK","74136","United States","(918) 488-4020","GeraldParker@superstar.com","LIVE",3,"",26-MAY-83,"","",
1064,"Janet Allen","6610 South Lewis Avenue","","Tulsa","OK","74136","U.S.A.","(918) 488-4042","JAllen@yahoo.com","LIVE",3,"",02-FEB-78,"Laser"," 6-7098-4990-2478-48",01-JUN-13
5320,"Janice Allen","6610 South Lewis Avenue","","Tulsa","OK","74136","U.S.A.","(918) 488-4042","JAllen@yahoo.com","LIVE",3,"",02-FEB-78,"Laser"," 6-7098-4990-2478-48",01-JUN-13
380000,"Janet Allen","7140 South Lewis Avenue","","Tulsa","OK","74136","United States","(918) 488-4042","JanetAllen@superstar.com","LIVE",2,"",15-FEB-88,"","",
1004,"Dawn Schwartz","8100 Sunrise Lakes Blvd.","","Sunrise","FL","33322","US","(954) 6253319","DSchwartz@hotmail.com","A",3,"F",05-JUL-96,"Diners Club Internat"," 36-7396-8811-8158",01-NOV-13
30000,"Anthony Dillon","2002 Pisgah Church Road","","Greenspring","NC","27455","United States","2201936352","AnthonyDillon@vcela.com","LIVE",2,"",17-FEB-90,"","",
2866500,"STEFANO DRUCKER","500 Slyvan Avenue","","BRIDGEPORT","CT","","US","2033658555","sd@shaws.com","LIVE",2,"",29-OCT-77,"","",
1081,"Kent Cook","5000 Bradford Drive NW","","Huntsville","AL","35805","US","2054307043","KCook@yahoo.com","Incactive",3,"",24-DEC-02,"Diners Club Internat"," 36-0848-2859-9573",01-SEP-12
1390000,"Koy Cook","5000 Bradford Drive NW","","Huntsville","AL","35805","United States","2054307043","","LIVE",2,"",22-APR-79,"","",
1380000,"Mr Coy Cook","5000 Bradford Drive NW","","Huntsville","AL","35805","United States","2054308101","","LIVE",2,"",18-OCT-86,"","",
1086,"Marnell Ford","5817 Old Leeds Road","","Birmingham","AL","35210","","2059569537","MFord@hotmail.com","LIVE",3,"",16-SEP-91,"Visa Electron"," 4844-0043-0069-7319",01-MAY-13
1400000,"Marnell Ford","5817 Old Leeds Road","","Birmingham","AL","35210","United States","2059569537","","LIVE",2,"",01-SEP-00,"","",
1410000,"Ms Marynell Ford","5817 Old Leeds Road","","Birmingham","AL","35210","United States","2059569537","","LIVE",2,"",29-APR-83,"","",
1160000,"Mr Driveew Davies","5400 Carillon Pt","","Kirkland","WA","98033","United States","2068281328","","Active",3,"",26-AUG-85,"","",
1170000,"Mr Andrew Davies","5400 Carillon Pt","","Kirkland","WA","98033","United States","2068281328","","LIVE",3,"",02-FEB-78,"","",
2883300,"gone","150 Western Ave","","AUGUSTA","ME","4330","US","2076234520","kirk.b@shaws.com","A",2,"",14-SEP-88,"","",
2870700,"456","46 Springer Drive","","BANGOR","ME","440","US","2079421608","urial.f@shaws.com","LIVE",1,"",08-DEC-74,"","",
1530000,"Ms Marge O'Brien","14 Horatio Street #F","","New York","NY","10014","United States","2127279755","","LIVE",1,"",16-MAR-93,"","",
1140000,"Ms Carla Earhart-Rother","Biostatistics Program","Ms 93","Los Angeles","CA","90027","United States","2136695665","","A",3,"",23-JAN-86,"","",
1150000,"Ms Carla Rother","4650 W Sunset Blvd","Ms 93","Los Angeles","CA","90027","United States","2136695665","","LIVE",3,"",12-JUN-92,"","",
1120000,"Ms Virginia Daily","208 South Akard Street","# 5","Dallas","TX","75202","United States","2144645791","","LIVE",3,"",19-JAN-90,"","",
1130000,"Ms Gini Daily","208 South Akard Street","Suite 5","Dallas","TX","75202","United States","2144645791","","Incactive",3,"",,"","",
1101,"Rick Sundheim","90 Inverness Cir E","","Englewood","CO","80112","US","3037990222","RSundheim@gmail.com","LIVE",2,"",22-AUG-86,"JCB"," 3573-7814-5729-4094",01-APR-13
1280000,"Phanie Sundheim","90 Inverness Cir E","","Englewood","CO","80112","United States","3037990222","","LIVE",2,"",21-JUL-90,"","",
1240000,"Mr Dick Block","2910 Neilson Way","Unit 503","Santa Monica","CA","90405","United States","3104523355","","LIVE",2,"",20-JAN-95,"","",
1190000,"Ms Betsy Murphy","4501 Intelco Loop SE","","Olympia","WA","98503","United States","3604936000","bmurphy@illuminetss7.com","LIVE",3,"",29-OCT-91,"","",
2879100,"MS MACIE KEOGH","99 East Main Road","","MIDDLETOWN","RI","2842","US","4018487560","info@shaws.com","LIVE",3,"",23-SEP-92,"","",
1470000,"Mr Tony Bird","4300 Fortune Place","Suite A","W Melbourne","FL","32904","United States","4077258000","","LIVE",1,"",26-AUG-78,"","",
1480000,"Mr Anthony Bird","4300 Fortune Place Ste A","","Melbourne","FL","32904","United States","4077258000","","LIVE",1,"",11-NOV-83,"","",
1103,"Ronald Orbach","1 Mobay Road","","Pittsburgh","PA","15205","U.S.A.","4127772439","ROrbach@hotmail.com","LIVE",2,"",17-DEC-80,"Mastercard"," 5110-5923-7169-5885",01-JAN-13
1500000,"R Shmidt","1 Mobay Road","","Pittsburgh","PA","15205","United States","4127772439","","LIVE",1,"",18-APR-87,"","",
2877000,"CORILLA A.A. STOUGH","276 West Main Street","","HILLSBOROUGH","NH","3244","US","6034645110","corilla.s@shaws.com","LIVE",1,"",07-NOV-77,"","",
2874900,"APHRODITE MANTELL","1400 Lakeshore Drive","","GILFORD","NH","3249","US","6035282929","amantell@shaws.com","LIVE",2,"",28-JUN-92,"","",
1360000,"Mr Dan Sage","","","Madison","WI","53707","United States","6082679486","","LIVE",2,"",16-SEP-91,"","",
1370000,"Mr Daniel L'sage","","","Madison","WI","53707","United States","6082679486","saged@mailstatEastwius.com","LIVE",2,"",13-JUN-98,"","",
1100000,"Ms Laurie Vasen","8401 Greenway Blvd","Suite 400","Middleton","WI","53562","United States","6088285852","lauriEastvasen@teldta.com","LIVE",3,"",15-MAY-77,"","",
1110000,"Ms Laurie Vosen","8401 Greenway Blvd","Suite 400","Middleton","WI","53562","United States","6088285852","","LIVE",3,"",10-APR-96,"","",
1550000,"Ms Kay Jackson","5541 Simpson Avenue","","Ocean City","NJ","8226","United States","6093983230","","LIVE",1,"",21-JUL-94,"","",
1560000,"Ms Kathryn Jackson","5541 Simpson Avenue","","Ocean City","NJ","8226","United States","6093983230","","LIVE",1,"",06-NOV-84,"","",
1080000,"Mr Bill Rahe","351 New Albany Road","","Moorestown","NJ","8057","United States","6098661000","","Incactive",3,"",12-JAN-93,"","",
1090000,"Mr William Raha","351 New Albany Road","","Moorestown","NJ","8057","United States","6098661000","","LIVE",3,"",20-JUL-94,"","",
1060000,"Mr James Black","6200 East Brd Street","Rm 3E211","Columbus","OH","43213","United States","6148604037","jblack@lucent.com","LIVE",3,"",10-OCT-92,"","",
1070000,"Mr Jim Black","6400 East Brd Street","Ms 1E239","Columbus","OH","43213","United States","6148604037","","LIVE",3,"",31-JAN-95,"","",
1048,"Eithne Egan","32 Hartwell Avenue","","Lexington","MA","2421","US","6174768000","EEgan@yahoo.com","LIVE",3,"",16-JUL-85,"Visa"," 4-7820-4015-0525",01-NOV-13
1040000,"Eithne Egan","32 Hartwell Avenue","","Lexington","MA","2421","United States","6174768000","egane@logica.com","LIVE",2,"",13-MAR-78,"","",
1050000,"Egan Eithne","38 Hartwell Avenue","","Lexington","MA","2421","United States","6174768000","","LIVE",2,"",14-MAR-78,"","",
2872800,"KIRSTI NEWBERRY","1717 Beacon St","","BROOKLINE","MA","2445","US","6175661802","kirsti.newberry@co.uk","LIVE",2,"",02-JUL-92,"","",
1093,"Patrick Rogers","1609 Summit Hill","","Eagan","MN","55122","US","6512076028","PRogers@gmail.com","LIVE",2,"",05-OCT-02,"American Express"," 346-7141-4692-8972",01-SEP-13
1270000,"Mr Maurice Gallagher","3291 North Buffalo Drive","Suite 8","Las Vegas","NV","89129","United States","7022564332","mgallagher@flynngallagher.com","Incactive",3,"",24-DEC-02,"","",
1087,"Maury Gallagher","3291 North Buffalo Drive","","Las Vegas","NV","89129","US","7023101000","MGallagher@aol.com","LIVE",2,"",13-JUN-98,"JCB"," 3583-1428-2596-5121",01-MAY-14
1260000,"Maury Gallagher","3291 North Buffalo Drive","","Las Vegas","NV","89129","United States","7023101000","mgallagher@mgciCorporation.com","LIVE",2,"",05-DEC-00,"","",
1510000,"Ms Teresa Brown","3750 Monroe Avenue","","Pittsford","NY","14534","United States","7163816000","tbrown@veramark.com","LIVE",1,"",10-OCT-77,"","",
2881200,"IDALIA ROMANOWSKI","125 Pearl Street","","BRAINTREE","MA","2184","US","7813564467","idalia.r@shaws.com","LIVE",3,"",30-OCT-74,"","",
1440000,"Mr Hank Goradesky","1145 Sawgrass Corporationorate Parkway","","Sunrise","FL","33323","United States","8005832423","","A",2,"",13-APR-71,"","",
1210000,"Ms Jaci Ward","9001 Stockdale Hwy","","Bakersfield","CA","93311","United States","8056642011","","LIVE",2,"",18-MAR-71,"","",
1200000,"Ms Jacquelyn Ward","9001 Stockdale Hwy","","Bakersfield","CA","93311","United States","8056642448","","LIVE",3,"",10-JAN-87,"","",
1091,"Pat Walls","201 North Franklin Street","","Tampa","FL","33602","","8132733029","PWalls@hotmail.com","Incactive",3,"",06-MAR-82,"Maestro"," 50-3802-1460-6383-1",01-NOV-14
1020000,"Ms Patricia O'Hara-Walls","","","Clearwater","FL","33601","United States","8132733029","pwalls@tsigtEast.com","LIVE",2,"",11-MAR-78,"","",
1030000,"Pat Walls","201 North Franklin Street","# 1C","Tampa","FL","33602","United States","8132733029","pwalls@tsigtEast.com","Incactive",2,"",12-MAR-78,"","",
1420000,"Mr Eugene Webb","","","Saint Petersburg","FL","33731","United States","8138937050","eewebb@stpetEastorg.com","A",2,"",31-DEC-94,"","",
1430000,"East Webb","","","Saint Petersburg","FL","33731","United States","8138937050","","A",2,"",20-JUL-76,"","",
1220000,"Ms Deborah Shea","303 North Glenoaks Blvd","Suite 800","Burbank","CA","91502","United States","8188457616","deborahashea@lmco.com","LIVE",2,"",13-DEC-85,"","",
1230000,"Ms Debbie Shea-Morrison","303 North Glenoaks Blvd","Suite 800","Burbank","CA","91502","United States","8188457616","","Incactive",3,"",15-AUG-84,"","",
1019,"Isabel Quam","7201 Charles Ct.","","Dallas","TX","","US","8274211274","IQuam@gmail.com","Active",2,"",22-APR-99,"Mastercard"," 5136-4444-0371-7420",01-APR-14
2868600,"ALIA SANTOLO","325 Oakland Street","","BRISTOL","CT","6010","US","8603142700","alia.santolo@shaws.com","A",2,"",25-OCT-77,"","",
1340000,"Ms Becky Smith","106 Frisco Street","","Marked Tree","AR","72365","United States","8703582200","","LIVE",2,"",10-APR-74,"","",
1350000,"Ms Rebecca Smith","106 Frisco Street","","Marked Tree","AR","72365","United States","8703582200","","LIVE",2,"",16-JUL-85,"","",
1330000,"Ms Gloria Van Arsdale","1 Williams Ctr","Rm 26-8","Tulsa","OK","74172","United States","9185616247","","LIVE",2,"",26-JUN-00,"","",
1320000,"Ms Gloria Vanarsdale","1 Williams Ctr","Ms 26-8","Tulsa","OK","74172","United States","9185906247","","LIVE",2,"",08-NOV-90,"","",
1003,"Dawn Schwartz","2100 S. Ocean Ave SW","","Palm Bay","FL","32908","US","9546253319","DSchwartz@yahoo.com","I",2,"",14-FEB-83,"Mastercard"," 5335-8029-1975-7702",01-AUG-15
1010,"Dawn V. Schwartz","8100 Sunrise Lakes","","Fort Lauderdale","FL","33330","United States","9546253319","DSchwartz@aol.com","A",3,"",26-MAY-76,"Maestro"," 6-7632-2712-0034",01-SEP-12
1018,"Dawn V. Schwartz","12498 Sheridan St.","","Ft. Lauderdale","FL","","US","9546253319","DSchwartz@gmail.com","A",1,"",10-SEP-88,"Mastercard"," 5575-9777-1739-6413",01-APR-14
1128,"John Gonzalez","","","","","","","9726561059","JGonzalez@yahoo.com","LIVE",3,"",22-APR-79,"Mastercard"," 5339-4653-3045-6290",01-AUG-14
1300000,"Mr Dino Gonzalez","2250 Lakeside Blvd","Fl 2","Richardson","TX","75082","United States","9726561059","","LIVE",2,"",27-JAN-86,"","",
1310000,"Ubaldino Gonzalez","2250 Lakeside Blvd","# 2924","Richardson","TX","75082","United States","9726561059","","LIVE",2,"",25-APR-75,"","",
1016,"Isabel Quam","641 Landau Dr.","","Woodbury","MN","55125","USA","9728514685","IQuam@yahoo.com","Incactive",3,"",06-APR-84,"Maestro"," 6762-9263-0223-1213",01-JUN-13
8318100,"DENIS ALPERMAN","102 Mid St South Nutfield","","Redhill","Surrey","234-2341","US","19879283744","woking@tcs.com","LIVE",1,"",,"","",
2778300,"ADAMSEN J.P. BARTMAN","232 Central Avenue","","Jersey City","NJ","7306","US","(201) 653-6508","abartman@stopandshop.com","LIVE",2,"",04-DEC-92,"","",
2780400,"HUNTINGDON PINKUS","327 Franklin Avenue","","Wyckoff","NJ","7481","US","(201) 848-1046 ","super stop & shop@stopandshop.com","LIVE",3,"",10-APR-00,"","",
1037,"Carol Brookins","1150 18th Street NW","","Washington","DC","20036","US","(202) 785-3345","CBrookins@yahoo.com","Incactive",3,"",15-AUG-84,"Mastercard"," 5209-3057-1555-2312",01-FEB-13
110000,"Carol Brookins","1150 18th Street NW","Suite 275","Washington","DC","20036","United States","(202) 785-3345","","LIVE",2,"",30-JUN-87,"","",
1099,"Peter Doyle","1200 New Hampshire - North West","","Washington","DC","20036","US","(202) 857-2634","PDoyle@gmail.com","LIVE",1,"",10-APR-74,"Diners Club US and C"," 5509-3052-9761-4271",01-APR-15
710000,"Peter Doyle","1200 New Hampshire Avenue North West","Suite 800","Washington","DC","20036","United States","(202) 857-2634","PeterDoyle@dla.com","LIVE",2,"",08-FEB-78,"","",
1073,"Janet Doyle","1200 New Hampshire Avenue NW","","Wash"," D","20036","US","(202) 857-2775","JDoyle@yahoo.com","LIVE",1,"",26-JUN-00,"JCB"," 3584-9926-7109-4643",01-NOV-13
480000,"John Davis","1200 New Hampshire Avenue NW","Suite 800","Wash"," DC","20036","United States","(202) 857-2775","JohnDavis@dla.com","LIVE",2,"",18-MAR-71,"","",
2757300,"FERDINANDE MASTRO","22 Leetes Island Road","","Branford","CT","6405","US","(203) 488-1325 ","super stop & shop@stopandshop.com","LIVE",3,"",07-APR-00,"","",
2736300,"ARLETTA KREBS","943 Wolcott Street","","Waterbury","CT","6705","US","(203) 596 7740","akrebs@pricechopper.com","LIVE",3,"",19-DEC-74,"","",
2755200,"GARREK SCOLA","100 Division Street","","Ansonia","CT","6401","US","(203) 732-3901 ","gs@stopandshop.com","Incactive",3,"",06-NOV-74,"","",
2637600,"JILLI B. MCQUAID","9200 Highway 119 Ste 1400","","Alabaster","AL","35007-5344","","(205) 663-3443","jilli.m@pblx.com","LIVE",2,"",19-APR-76,"","",
1001,"John Smith","1515 Northest 58 Street","","Seattle","WA","98107","US","(206) 389-4227","JSmith@aol.com","A",1,"M",01-JAN-70,"Diners Club Internat"," 36-4662-4628-5101",01-FEB-14
1063,"Jane Hartley","14 East 60th Street","","New York","NY","10022","US","(212) 755-0550","JHartley@gmail.com","LIVE",2,"",01-SEP-00,"Visa"," 4763-2473-1970-4777",01-AUG-15
370000,"Jane Hartley","14 East 60th Street","Fl 10","New York","NY","10022","United States","(212) 755-0550","","LIVE",3,"",28-SEP-99,"","",
1062,"James Smith","1008 Avenue Of The Americas","","New York","NY","10022","US","(212) 755-2551","JSmith@yahoo.com","LIVE",3,"",24-APR-74,"Laser"," 6-7092-1831-1750-38",01-MAR-13
1068,"Jim Smith","1008 Avenue Of Americas","","New York","NY","10022","US","(212) 755-2551","JSmith@hotmail.com","LIVE",3,"",10-OCT-92,"Diners Club Internat"," 36-4142-2161-9613",01-JUN-14
1033,"B J Kemple","4506 Lively Ln","","Dallas","TX","75220","USA","(214) 904-9704","BKemple@gmail.com","LIVE",1,"",18-APR-87,"Visa Electron"," 4026-5211-3637-0589",01-OCT-13
1069,"Joanne Masterson","45 Erieview Plaza","","Cleveland","OH","44114","US","(216) 822-7642","JMasterson@yahoo.com","LIVE",3,"",17-AUG-83,"Diners Club Internat"," 36-9565-5388-1229",01-JUN-13
420000,"Joanne Masterson","45 Erieview Plaza","# 1200","Cleveland","OH","44114","United States","(216) 822-7642","JoannEastMasterson@ameritech.com","LIVE",2,"",12-JUN-92,"","",
3418800,"DANITA RODE","2401 N Prospect Ave","","Champaign","IL","61821","US","(217) 353 4000 ","danita_rode@meijer.com","LIVE",3,"",29-OCT-74,"","",
3420900,"DILAN LEDERMAN","4200 Conestoga Dr","","Springfield","IL","62711","US","(217) 547-2400 ","dl@meijer.com","LIVE",2,"",12-JAN-75,"","",
1165430,"GODFREE BULFER","6309 Lima Rd","","Ft. Wayne","IN","46818","US","(260) 497-1000 ","godfree_bulfer@meijer.com","LIVE",3,"",14-DEC-94,"","",
1110,"Robert Young","1700 Rockville Pike","","Rockville","MD","20852","US","(301) 468-1160","RYoung@yahoo.com","LIVE",2,"",15-FEB-88,"Diners Club Carte Bl"," 30-0256-8748-7380",01-SEP-12
780000,"Robert Young","1700 Rockville Pike","Suite 315","Rockville","MD","20852","United States","(301) 468-1160","","LIVE",3,"",15-FEB-78,"","",
1120,"Susan Moorhead","10010 Junction Drive","","Annapolis Jct","MD","20701","US","(301) 497-4505","SMoorhead@gmail.com","LIVE",3,"",17-FEB-90,"American Express"," 379-3948-4075-2588",01-DEC-14
900000,"Susan Moorhead","10010 Junction Drive","Suite 111","Annapolis Jct","MD","20701","United States","(301) 497-4505","SusanMoorhead@wiltelIncorporated.com","LIVE",2,"",27-FEB-78,"","",
1065,"Jerry Sturner","11900 Parklawn Drive","","Rockville","MD","20852","","(301) 881-2720","GSturner@aol.com","LIVE",2,"",27-DEC-82,"Visa"," 4958-5805-9822-8406",01-SEP-12
390000,"Jerry Sturner","11900 Parklawn Drive","Suite 412","Rockville","MD","20852","United States","(301) 881-2720","","LIVE",2,"",09-MAY-99,"","",
1038,"Carol Whitaker","3385 South Clayton Blvd","","Englewood","CO","80110","","(303) 733-7474","CWhitaker@aol.com","LIVE",3,"",21-AUG-94,"Diners Club Internat"," 36-3810-2609-5523",01-JUL-14
100000,"Carol Whitaker","3385 South Clayton Blvd","","Englewood","CO","80110","United States","(303) 733-7474","","LIVE",2,"",29-MAR-76,"","",
,"Cindy Hanson","Sam Mitchell Building","","Hghlnds Ranch","CO","80126","United States","(303) 792-1329","CindyHanson@ehpt.com","A",2,"",14-JUL-86,"","",
1108,"Robert Sharkey","3030 South Wacker Drive","","Chicago","IL","60606","US","(312) 558-7972","RSharkey@gmail.com","LIVE",3,"",12-DEC-01,"Diners Club Carte Bl"," 30-1590-6636-3878",01-APR-15
790000,"Robert Sharkey","30 South Wacker Drive","","Chicago","IL","60606","United States","(312) 558-7972","RobertSharkey@ameritech.com","LIVE",3,"",16-FEB-78,"","",
3425100,"CIDA TOSI","17000 Mercantile Blvd","","Noblesville","IN","46060","US","(317) 774-7800 ","cida.t@meijer.com","LIVE",3,"",29-DEC-92,"","",
3677100,"NANDOR FULLBRIGHT","305 S Lake St","","Long Prairie","MN","56347","US","(320) 732-6202","nfullbright@cobornsinc.com","LIVE",1,"",21-DEC-92,"","",
3675000,"TYRON GAMARRA","3105 East 10th St.","","Glencoe","MN","55336","US","(320) 864-6132","tyron_gamarra@cobornsinc.com","A",1,"",24-OCT-92,"","",
1088,"Michele Matthews","5319 Brandermill Ct","","Greensboro","NC","27407","","(336) 286-1837","MMatthews@gmail.com","LIVE",3,"",05-JUN-71,"Diners Club Carte Bl"," 30-0356-9228-3955",01-MAY-14
580000,"Michele Matthews","5319 Brandermill Ct","","Greensboro","NC","27407","United States","(336) 286-1837","MichelEastMatthews@vcela.com","LIVE",1,"",22-DEC-85,"","",
1050,"Eugene Jackson","8315 Jett Ferry Road","","Atlanta","GA","30350","US","(404) 365-8850","EJackson@yahoo.com","LIVE",1,"",26-AUG-78,"Diners Club US and C"," 5464-5064-9790-3868",01-APR-13
3017700,"ORESTES TRIVETT","45 Pearl St","","Metuchen","NJ","8840","US","Phone:   732.494.6884","orestes.trivett@aptea.com","A",2,"",12-SEP-88,"","",
3003000,"","507 Prospect Ave","","Little Silver","NJ","7739","US","Phone:   732.530.7444","info@aptea.com","LIVE",3,"",11-APR-00,"","",
2979900,"SADIE STOBER","1185 Amboy Ave","","Edison","NJ","8817","","Phone:   732.906.1444","ss@aptea.com","LIVE",1,"",10-APR-76,"","",
2967300,"NAOMA HUGGINS","64 Brick Plaza","","Bricktown","NJ","8723","America","Phone:   732.920.6993","naoma.h@aptea.com","LIVE",3,"",10-JUN-71,"","",
3015600,"EZARRAS MCCRUM","460 County Line & Rt 520 East","","Marlboro","NJ","7746","US","Phone:   732.946.8914","ezarras.m@aptea.com","Incactive",1,"",31-AUG-92,"","",
3000900,"LAURELLA ZEBROWSKI","801 Kenilworth Blvd","","Kenilworth","NJ","7033","US","Phone:   908.241.4424","a&p@aptea.com","LIVE",1,"",31-OCT-92,"","",
3042900,"WILBUR HOSSAIN","580 Central Ave","","New Providence","NJ","7974","US","Phone:   908.464.0784","a&p@aptea.com","LIVE",2,"",10-JUL-92,"","",
3009300,"Jenny jones","120 North Main Road","","Manville","NJ","8835","US","Phone:   908.685.8867","ks@aptea.com","LIVE",2,"",24-APR-00,"","",
3013500,"Sara","120 North Mane","","Manville","NJ","8838","US","Phone:   908.685.8867","ks@aptea.com","LIVE",2,"",25-APR-00,"","",
2086140,"Sara smith","120 North Main Road","","Manville","NJ","8835","US","Phone:   908.685.8860","ks@aptea.com","LIVE",2,"",26-APR-00,"","",
3011400,"KRISTOPHER SCHMUCKER","120 North Main St","","Manville","NJ","8835","US","Phone:   908.685.8860","ks@aptea.com","A",1,"",25-OCT-92,"","",
2986200,"ETHEL WHITWORTH","105 South Ave","","Fanwood","NJ","7023","US","Phone:   908.756.9210","ethel.w@aptea.com","LIVE",2,"",17-JAN-75,"","",
3034500,"RAKEL OTTS + TOWANDA POSTMA","7 Naughright Rd","","Mount Olive","NJ","7840","US","Phone:   908.850.7650","info@aptea.com","LIVE",2,"",20-NOV-77,"","",
2958900,"CAROLINE","403 King George Rd","","Basking Ridge","NJ","7920","US","Phone:   908.991.0000","info@aptea.com","LIVE",3,"",05-AUG-92,"","",
2998800,"CIDA BURSEY","132 Bedford Rd","","Katonah","NY","10536","US","Phone:   914.232.9746","cida.bursey@aptea.com","LIVE",2,"",24-NOV-92,"","",
3040800,"EZAR BLYSTONE","195 North Bedford Road","","Mt. Kisco","NY","10549","US","Phone:   914.241.1497","eb@aptea.com","LIVE",2,"",23-AUG-92,"","",
3036600,"HASSIE ABELAR","195 North Bedford Road","","Mt Kisco","NY","10549","US","Phone:   914.241.1497","hassie.a@aptea.com","A",3,"",05-JAN-93,"","",
2975700,"SANDON ZELL","421 Albany Post Rd","","Croton","NY","10520","US","Phone:   914.271.4097","szell@aptea.com","",3,"",25-SEP-92,"","",
9290400,"ROXANNA GEHRKE","805 Mamaroneck Ave","","Mamaroneck","NY","10543","US","Phone:   914.381.4336","rgehrke@aptea.com","I",1,"",05-SEP-92,"","",
3028200,"EUSTATIUS HILGEFORT","3105 East Main St","","Mohegan Lake","NY","10547","","Phone:   914.526.0126","eustatius.h@aptea.com","LIVE",1,"",09-APR-76,"","",
3045000,"ELAINE HELBLING","366 Pelham Rd","","New Rochelle","NY","10805","US","Phone:   914.633.043","a&p@aptea.com","LIVE",1,"",17-DEC-92,"","",
3038700,"ISACCO WALDSCHMIDT","24 West Grand St","","Mt Vernon","NY","10550","US","Phone:   914.664.6676","iwaldschmidt@aptea.com","LIVE",2,"",07-OCT-92,"","",
2990400,"HOBERT FLORES","369 Tarrytown Rd","","Greenburgh","NY","10607","US","Phone:   914.683.9306","hflores@aptea.com","A",2,"",26-JUN-92,"","",
2992500,"DERWON SEIDNER","103 Knollwood Rd","","Greenburgh","NY","10607","US","Phone:   914.684.8612","derwon_seidner@aptea.com","LIVE",2,"",17-SEP-88,"","",
3024000,"MONTY BJELLAND","230 Saw Mill River Rd","","Millwood","NY","10546","","Phone:   914.941.3695","mb@aptea.com","LIVE",1,"",13-APR-76,"","",
3005100,"REAMONN WINGO","4 Memorial Dr","","Lodi","NJ","7644","US","Phone:   973.249.5165","reamonn.wingo@aptea.com","LIVE",2,"",28-NOV-92,"","",
2988300,"IRENE IZZI","59 Outwater Ln","","Garfield","NJ","7026","US","Phone:   973.253.0095","iizzi@aptea.com","LIVE",1,"",16-DEC-92,"","",
2965200,"IDETTE GIOSSO","550 Myrtle Ave","","Boonton","NJ","7005","US","Phone:   973.394.9575","idette.g@aptea.com","LIVE",3,"",18-SEP-92,"","",
2963100,"MS BEKKI CALENDER","19 Belleville Ave","","Bloomfield","NJ","7003","US","Phone:   973.429.8755","info@aptea.com","LIVE",2,"",06-OCT-92,"","",
2977800,"UPTON MOWERS","125 Main St","","Denville","NJ","7834","US","Phone:   973.586.0604","upton.m@aptea.com","LIVE",3,"",31-JUL-92,"","",
3026100,"ROXANNA FICKLING*** NO LONGER EMPLOYED **","5774 Berkshire Valley Rd","","Milton","NJ","7438","","Phone:   973.697.3993","info@aptea.com","LIVE",3,"",27-APR-76,"","",
3030300,"gone","510 Valley Rd","","Montclair","NJ","7043","US","Phone:   973.746.3233","rtaybron@aptea.com","LIVE",3,"",03-JAN-93,"","",
29400,"EMLIN DOSTIE","453 Valley St","","Maplewood","NJ","7040","US","Phone:   973.763.9633","ed@aptea.com","A",2,"",27-DEC-92,"","",
3311700,"NEVILLE MCKINNON","220 East Loop 255","","Teague","TX","75860","US","Phone: (254) 739-5233","neville.mckinnon@brookshire-brothers.com","A",2,"",02-DEC-92,"","",
3299100,"DUNN LEDERMAN","5249 Franz Road","","Katy","TX","77493","US","Phone: (281) 391-7023","dunn_lederman@brookshire-brothers.com","LIVE",2,"",07-DEC-92,"","",
3290700,"LYDELL PALONE","603 East Houston","","Cleveland","TX","77327","US","Phone: (281) 592 6422","lydell_palone@brookshire brothers.com","LIVE",1,"",26-MAR-00,"","",
3303300,"LIDDIE HANDLEY","223 South Elizabeth","","Many","LA","71449","US","Phone: (318) 256-2049","brookshire brothers@brookshire-brothers.com","Incactive",3,"",17-NOV-92,"","",
3313800,"MARJA GRINDLEY","520 South Magnolia","","Woodville","TX","75979","US","Phone: (409) 283-3339","mgrindley@brookshire-brothers.com","LIVE",3,"",25-NOV-77,"","",
3297000,"FELTON THEODOROU","1125 South Wheeler","","Jasper","TX","75951","US","Phone: (409) 384-5738","brookshire brothers@brookshire-brothers.com","Incactive",1,"",28-OCT-92,"","",
2851800,"STEFFI KIRCHHOFF / ELYN SCHOENBERG","TOMS RIVER SHOPPING CENTER","","ROUTE 37   TOMS RIVER","NJ","8753","US","PHONE: (732) 244 8308","info@foodtown.com","LIVE",3,"",11-SEP-88,"","",
2849700,"TALIA COBLE","333 Route 9","","BAYVILLE","NJ","8721","US","PHONE: (732) 269-7007","talia.coble@foodtown.com","Active",1,"",16-NOV-77,"","",
2856000,"MRS WHITTINGHAM","Bellcrest Plaza","","943 FISCHER BLVD   TOMS R","NJ","8753","US","PHONE: (732) 270 2207","info@foodtown.com","LIVE",2,"",23-JUL-92,"","",
2853900,"KORT E. PAPPAN","505 Richmond Ave","","PT PLEASANT BEACH","NJ","8742","US","PHONE: (732) 899-8486","foodtown@foodtown.com","LIVE",2,"",30-NOV-74,"","",
3309600,"MEARA TIBBETTS","705 West Columbia","","San Augustine","TX","75972","US","Phone: (936) 275-2286","brookshire brothers@brookshire-brothers.com","Incactive",1,"",18-JUL-92,"","",
